Record_ID,Country,ISO_Code,Join_Year,Years_In_NATO,Founding_Member,Nuclear_Sharing,Region,Capital,Area_km2,Government_Type,Alliance_Role,Year,Population_M,GDP_Billion_USD,GDP_Per_Capita_USD,Inflation_Rate_Pct,Unemployment_Rate_Pct,Defense_Budget_Billion_USD,Defense_GDP_Percent,Meets_2_Percent_Target,Active_Military_Personnel,Reserve_Personnel,Total_Military_Personnel,NATO_Contribution_Rank,Interoperability_Score,Training_Exercises_Per_Year
127,Canada,CAN,1949,13,Yes,No,North America,Ottawa,9984670,Parliamentary Republic,Lead Nation,1962,40.41,2498.42,61826.78,10.88,16.42,53.47,2.14,Yes,1311675,424671,1736346,24,86.4,17
128,Canada,CAN,1949,14,Yes,No,North America,Ottawa,9984670,Federal Republic,Host Nation,1963,41.08,2860.67,69636.56,6.64,8.19,83.25,2.91,Yes,942970,123184,1066154,24,86.5,38
129,Canada,CAN,1949,15,Yes,No,North America,Ottawa,9984670,Presidential Republic,Contributing Nation,1964,40.89,2919.33,71394.72,6.57,21.33,70.65,2.42,Yes,802344,264167,1066511,9,94.0,5
130,Canada,CAN,1949,16,Yes,No,North America,Ottawa,9984670,Constitutional Monarchy,Full Member,1965,41.3,2838.64,68732.2,10.23,19.02,107.3,3.78,Yes,216646,373478,590124,11,70.6,34
131,Canada,CAN,1949,17,Yes,No,North America,Ottawa,9984670,Parliamentary Republic,Lead Nation,1966,41.82,2693.44,64405.55,5.69,8.99,63.03,2.34,Yes,467147,428687,895834,4,75.5,25
132,Canada,CAN,1949,18,Yes,No,North America,Ottawa,9984670,Constitutional Monarchy,Host Nation,1967,41.53,2776.39,66852.64,11.2,18.78,116.05,4.18,Yes,60613,167582,228195,9,61.5,32
133,Canada,CAN,1949,19,Yes,No,North America,Ottawa,9984670,Constitutional Monarchy,Host Nation,1968,42.0,3013.25,71744.05,0.56,3.58,40.98,1.36,No,942285,323119,1265404,10,81.4,40
134,Canada,CAN,1949,20,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Lead Nation,1969,41.84,2994.05,71559.51,1.05,10.4,38.02,1.27,No,633059,64383,697442,5,64.3,33
135,Canada,CAN,1949,21,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Framework Nation,1970,42.22,3073.22,72790.62,2.15,10.58,29.2,0.95,No,508881,377224,886105,16,82.3,13
136,Canada,CAN,1949,22,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Contributing Nation,1971,42.8,3152.78,73663.08,6.76,17.73,37.2,1.18,No,143433,276306,419739,2,75.2,32
137,Canada,CAN,1949,23,Yes,No,North America,Ottawa,9984670,Parliamentary Republic,Contributing Nation,1972,42.49,2931.45,68991.53,9.57,8.9,63.91,2.18,Yes,35562,187720,223282,22,65.2,24
138,Canada,CAN,1949,24,Yes,No,North America,Ottawa,9984670,Presidential Republic,Full Member,1973,42.51,3201.77,75318.04,6.0,5.65,114.62,3.58,Yes,975884,365084,1340968,30,61.4,14
139,Canada,CAN,1949,25,Yes,No,North America,Ottawa,9984670,Federal Republic,Framework Nation,1974,42.58,3024.63,71034.05,5.08,18.31,47.18,1.56,No,651776,270709,922485,3,89.4,14
140,Canada,CAN,1949,26,Yes,No,North America,Ottawa,9984670,Federal Republic,Lead Nation,1975,42.78,3182.46,74391.3,3.64,17.99,119.34,3.75,Yes,1376668,174524,1551192,29,94.9,26
141,Canada,CAN,1949,27,Yes,No,North America,Ottawa,9984670,Parliamentary Republic,Lead Nation,1976,43.52,3255.35,74801.24,9.67,7.33,49.48,1.52,No,771882,485104,1256986,6,76.8,13
142,Canada,CAN,1949,28,Yes,No,North America,Ottawa,9984670,Federal Republic,Host Nation,1977,43.18,3401.63,78777.91,4.02,14.05,66.67,1.96,No,1387548,155500,1543048,29,73.7,4
143,Canada,CAN,1949,29,Yes,No,North America,Ottawa,9984670,Parliamentary Republic,Full Member,1978,43.84,3538.73,80719.21,7.85,17.83,138.36,3.91,Yes,913636,144446,1058082,26,74.2,45
144,Canada,CAN,1949,30,Yes,No,North America,Ottawa,9984670,Constitutional Monarchy,Framework Nation,1979,44.24,3313.89,74907.1,1.95,6.72,33.14,1.0,No,920415,18744,939159,25,97.0,4
145,Canada,CAN,1949,31,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Framework Nation,1980,44.52,3581.16,80439.35,9.28,13.48,112.45,3.14,Yes,781668,233252,1014920,26,72.3,19
146,Canada,CAN,1949,32,Yes,No,North America,Ottawa,9984670,Constitutional Monarchy,Framework Nation,1981,44.52,3453.48,77571.43,4.95,13.23,43.86,1.27,No,1048071,271947,1320018,29,68.4,41
147,Canada,CAN,1949,33,Yes,No,North America,Ottawa,9984670,Federal Republic,Full Member,1982,44.5,3519.72,79094.83,10.31,11.04,137.97,3.92,Yes,258689,71660,330349,21,86.0,6
148,Canada,CAN,1949,34,Yes,No,North America,Ottawa,9984670,Presidential Republic,Framework Nation,1983,44.52,3704.1,83200.81,8.66,16.0,68.9,1.86,No,331812,373692,705504,15,64.7,14
149,Canada,CAN,1949,35,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Host Nation,1984,44.88,3880.5,86463.9,7.08,11.35,65.19,1.68,No,758354,290966,1049320,6,62.6,27
150,Canada,CAN,1949,36,Yes,No,North America,Ottawa,9984670,Constitutional Monarchy,Full Member,1985,45.1,4042.0,89623.06,7.11,4.51,132.17,3.27,Yes,860144,432166,1292310,29,78.2,35
151,Canada,CAN,1949,37,Yes,No,North America,Ottawa,9984670,Federal Republic,Contributing Nation,1986,45.52,3744.16,82253.08,2.59,21.33,142.28,3.8,Yes,1343245,308669,1651914,4,92.4,35
152,Canada,CAN,1949,38,Yes,No,North America,Ottawa,9984670,Constitutional Monarchy,Full Member,1987,45.3,3688.84,81431.35,11.4,12.38,53.12,1.44,No,474345,181915,656260,17,67.7,37
153,Canada,CAN,1949,39,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Host Nation,1988,45.75,3802.89,83123.28,7.87,13.84,112.57,2.96,Yes,197433,263993,461426,11,85.7,40
154,Canada,CAN,1949,40,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Framework Nation,1989,45.42,3886.2,85561.43,1.02,14.83,153.5,3.95,Yes,61003,43084,104087,14,89.9,28
155,Canada,CAN,1949,41,Yes,No,North America,Ottawa,9984670,Presidential Republic,Lead Nation,1990,46.39,4092.88,88227.64,7.88,8.04,40.93,1.0,No,1145658,152371,1298029,20,77.7,5
156,Canada,CAN,1949,42,Yes,No,North America,Ottawa,9984670,Constitutional Monarchy,Framework Nation,1991,46.19,3880.9,84020.35,2.15,19.23,88.1,2.27,Yes,714935,318564,1033499,26,65.1,25
157,Canada,CAN,1949,43,Yes,No,North America,Ottawa,9984670,Parliamentary Republic,Framework Nation,1992,46.17,4134.38,89546.89,5.67,4.82,51.68,1.25,No,258447,140732,399179,25,93.7,28
158,Canada,CAN,1949,44,Yes,No,North America,Ottawa,9984670,Presidential Republic,Lead Nation,1993,46.29,4028.28,87022.68,7.14,8.25,151.46,3.76,Yes,688182,490054,1178236,30,79.5,21
159,Canada,CAN,1949,45,Yes,No,North America,Ottawa,9984670,Parliamentary Republic,Framework Nation,1994,46.7,4223.58,90440.69,2.97,9.06,50.68,1.2,No,960382,126711,1087093,32,83.3,43
160,Canada,CAN,1949,46,Yes,No,North America,Ottawa,9984670,Constitutional Monarchy,Lead Nation,1995,46.52,4378.09,94111.99,2.04,7.29,80.56,1.84,No,226937,226430,453367,24,61.8,5
161,Canada,CAN,1949,47,Yes,No,North America,Ottawa,9984670,Constitutional Monarchy,Contributing Nation,1996,47.23,4367.1,92464.54,6.3,17.29,67.25,1.54,No,155707,203058,358765,8,65.0,8
162,Canada,CAN,1949,48,Yes,No,North America,Ottawa,9984670,Federal Republic,Contributing Nation,1997,47.22,4309.29,91259.85,2.16,14.05,151.69,3.52,Yes,768232,396319,1164551,3,61.8,10
163,Canada,CAN,1949,49,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Framework Nation,1998,47.58,4556.26,95759.98,10.77,4.8,161.75,3.55,Yes,313851,318355,632206,11,75.3,41
164,Canada,CAN,1949,50,Yes,No,North America,Ottawa,9984670,Federal Republic,Full Member,1999,47.59,4623.56,97154.02,6.13,13.26,87.39,1.89,No,1070447,279599,1350046,24,72.9,9
165,Canada,CAN,1949,51,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Contributing Nation,2000,48.23,4827.29,100088.95,7.36,7.31,136.61,2.83,Yes,1321154,14470,1335624,15,88.1,39
166,Canada,CAN,1949,52,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Full Member,2001,48.34,4560.57,94343.61,9.95,6.84,119.94,2.63,Yes,798816,77977,876793,13,60.7,22
167,Canada,CAN,1949,53,Yes,No,North America,Ottawa,9984670,Parliamentary Republic,Host Nation,2002,48.04,4570.23,95133.85,7.53,11.43,103.29,2.26,Yes,1053891,406808,1460699,14,81.9,44
168,Canada,CAN,1949,54,Yes,No,North America,Ottawa,9984670,Constitutional Monarchy,Contributing Nation,2003,48.96,4658.36,95146.24,6.63,12.93,99.69,2.14,Yes,965484,478715,1444199,31,67.5,17
169,Canada,CAN,1949,55,Yes,No,North America,Ottawa,9984670,Federal Republic,Framework Nation,2004,49.14,4576.11,93123.93,3.82,6.15,86.49,1.89,No,625642,404817,1030459,31,73.6,19
170,Canada,CAN,1949,56,Yes,No,North America,Ottawa,9984670,Presidential Republic,Framework Nation,2005,48.94,4630.15,94608.7,4.47,17.46,129.18,2.79,Yes,828894,429565,1258459,3,71.2,7
171,Canada,CAN,1949,57,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Framework Nation,2006,48.85,4717.92,96579.73,2.82,12.77,111.34,2.36,Yes,1006202,112690,1118892,9,64.3,39
172,Canada,CAN,1949,58,Yes,No,North America,Ottawa,9984670,Constitutional Monarchy,Lead Nation,2007,49.68,4693.53,94475.24,3.18,4.0,50.22,1.07,No,474767,334966,809733,7,86.6,10
173,Canada,CAN,1949,59,Yes,No,North America,Ottawa,9984670,Federal Republic,Host Nation,2008,49.89,4580.14,91804.77,11.25,19.57,124.58,2.72,Yes,854846,342803,1197649,19,72.5,43
174,Canada,CAN,1949,60,Yes,No,North America,Ottawa,9984670,Parliamentary Republic,Host Nation,2009,49.81,4663.97,93635.21,8.99,19.01,160.44,3.44,Yes,488501,281073,769574,27,94.4,13
175,Canada,CAN,1949,61,Yes,No,North America,Ottawa,9984670,Constitutional Monarchy,Full Member,2010,50.19,5325.45,106105.8,11.27,21.24,54.32,1.02,No,1040395,98180,1138575,1,71.6,40
176,Canada,CAN,1949,62,Yes,No,North America,Ottawa,9984670,Presidential Republic,Contributing Nation,2011,49.83,4791.42,96155.33,6.53,19.79,198.36,4.14,Yes,1346429,285345,1631774,30,70.6,9
177,Canada,CAN,1949,63,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Host Nation,2012,50.38,4998.51,99216.16,8.97,17.82,165.45,3.31,Yes,391987,7884,399871,12,83.8,42
178,Canada,CAN,1949,64,Yes,No,North America,Ottawa,9984670,Presidential Republic,Lead Nation,2013,50.44,5456.94,108186.76,8.2,5.7,198.09,3.63,Yes,183402,210652,394054,21,96.5,2
179,Canada,CAN,1949,65,Yes,No,North America,Ottawa,9984670,Constitutional Monarchy,Framework Nation,2014,50.87,5044.49,99164.34,7.2,13.46,84.75,1.68,No,692774,158806,851580,16,62.4,9
180,Canada,CAN,1949,66,Yes,No,North America,Ottawa,9984670,Constitutional Monarchy,Framework Nation,2015,51.0,5243.47,102813.14,1.85,20.32,74.98,1.43,No,653668,362410,1016078,15,68.5,10
181,Canada,CAN,1949,67,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Host Nation,2016,51.5,5302.46,102960.39,8.57,20.26,127.26,2.4,Yes,785048,218522,1003570,16,86.5,40
182,Canada,CAN,1949,68,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Contributing Nation,2017,51.13,5648.85,110480.15,11.05,4.24,66.09,1.17,No,760217,41448,801665,13,82.3,11
183,Canada,CAN,1949,69,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Lead Nation,2018,51.32,5163.66,100616.91,7.21,3.82,192.09,3.72,Yes,432258,376371,808629,4,77.7,34
184,Canada,CAN,1949,70,Yes,No,North America,Ottawa,9984670,Parliamentary Republic,Host Nation,2019,51.63,5403.08,104650.01,0.75,7.09,149.13,2.76,Yes,647778,379707,1027485,5,61.8,24
185,Canada,CAN,1949,71,Yes,No,North America,Ottawa,9984670,Presidential Republic,Host Nation,2020,51.31,5672.32,110549.99,5.93,7.74,152.59,2.69,Yes,146243,490067,636310,27,74.6,26
186,Canada,CAN,1949,72,Yes,No,North America,Ottawa,9984670,Presidential Republic,Framework Nation,2021,51.82,5527.13,106660.17,11.59,19.49,217.22,3.93,Yes,169796,358447,528243,8,67.0,36
187,Canada,CAN,1949,73,Yes,No,North America,Ottawa,9984670,Parliamentary Monarchy,Lead Nation,2022,52.64,5532.85,105107.33,0.76,7.97,73.03,1.32,No,8784,396955,405739,25,92.1,17
188,Canada,CAN,1949,74,Yes,No,North America,Ottawa,9984670,Parliamentary Republic,Host Nation,2023,52.01,5635.42,108352.62,9.81,10.38,79.46,1.41,No,238152,17391,255543,14,62.6,40
189,Canada,CAN,1949,75,Yes,No,North America,Ottawa,9984670,Presidential Republic,Contributing Nation,2024,52.74,5343.09,101310.01,9.02,10.05,153.35,2.87,Yes,103581,128811,232392,14,89.4,5
190,Croatia,HRV,2009,0,No,No,Southern Europe,Zagreb,56594,Constitutional Monarchy,Host Nation,2009,3.88,64.38,16592.78,7.14,17.45,2.69,4.18,Yes,1209690,167697,1377387,20,94.2,44
191,Croatia,HRV,2009,1,No,No,Southern Europe,Zagreb,56594,Presidential Republic,Lead Nation,2010,3.9,69.7,17871.79,7.3,16.7,1.58,2.26,Yes,1169022,497797,1666819,32,61.8,24
192,Croatia,HRV,2009,2,No,No,Southern Europe,Zagreb,56594,Federal Republic,Host Nation,2011,3.96,75.59,19088.38,5.29,4.98,2.36,3.12,Yes,669934,365566,1035500,31,69.4,16
193,Croatia,HRV,2009,3,No,No,Southern Europe,Zagreb,56594,Parliamentary Monarchy,Host Nation,2012,3.98,70.85,17801.51,5.25,10.33,2.3,3.24,Yes,122346,295352,417698,25,69.5,15
194,Croatia,HRV,2009,4,No,No,Southern Europe,Zagreb,56594,Parliamentary Republic,Framework Nation,2013,3.97,72.81,18340.05,6.66,18.59,0.84,1.16,No,779705,48977,828682,25,86.3,40
195,Croatia,HRV,2009,5,No,No,Southern Europe,Zagreb,56594,Presidential Republic,Framework Nation,2014,4.02,71.36,17751.24,8.22,6.34,0.81,1.14,No,1233752,380244,1613996,20,97.3,2
196,Croatia,HRV,2009,6,No,No,Southern Europe,Zagreb,56594,Presidential Republic,Lead Nation,2015,4.04,74.82,18519.8,3.29,14.09,1.14,1.53,No,1005869,479930,1485799,16,81.5,20
197,Croatia,HRV,2009,7,No,No,Southern Europe,Zagreb,56594,Parliamentary Republic,Lead Nation,2016,4.03,78.33,19436.72,6.4,11.95,2.08,2.66,Yes,550034,189057,739091,21,95.7,25
198,Croatia,HRV,2009,8,No,No,Southern Europe,Zagreb,56594,Parliamentary Monarchy,Lead Nation,2017,4.09,79.23,19371.64,3.5,20.7,0.83,1.05,No,307522,9003,316525,19,65.9,23
199,Croatia,HRV,2009,9,No,No,Southern Europe,Zagreb,56594,Federal Republic,Lead Nation,2018,4.05,79.92,19733.33,11.35,8.75,2.22,2.78,Yes,1156281,343703,1499984,30,66.6,24
200,Croatia,HRV,2009,10,No,No,Southern Europe,Zagreb,56594,Parliamentary Republic,Full Member,2019,4.09,80.83,19762.84,11.51,12.48,2.65,3.28,Yes,1138443,336992,1475435,1,76.1,42
201,Croatia,HRV,2009,11,No,No,Southern Europe,Zagreb,56594,Parliamentary Monarchy,Lead Nation,2020,4.07,83.19,20439.8,4.79,14.36,2.69,3.23,Yes,1062098,239580,1301678,32,60.6,36
202,Croatia,HRV,2009,12,No,No,Southern Europe,Zagreb,56594,Federal Republic,Host Nation,2021,4.14,88.78,21444.44,11.74,2.34,0.83,0.94,No,577673,281381,859054,7,95.8,35
203,Croatia,HRV,2009,13,No,No,Southern Europe,Zagreb,56594,Federal Republic,Lead Nation,2022,4.16,85.42,20533.65,9.64,3.58,1.31,1.53,No,744816,140655,885471,16,98.6,16
204,Croatia,HRV,2009,14,No,No,Southern Europe,Zagreb,56594,Federal Republic,Contributing Nation,2023,4.14,88.97,21490.34,0.86,10.11,3.23,3.63,Yes,1364427,398741,1763168,31,62.2,2
205,Croatia,HRV,2009,15,No,No,Southern Europe,Zagreb,56594,Parliamentary Republic,Contributing Nation,2024,4.22,95.87,22718.01,4.31,21.55,1.12,1.17,No,1353968,411739,1765707,3,69.0,38
206,Czech Republic,CZE,1999,0,No,No,Central Europe,Prague,78867,Presidential Republic,Framework Nation,1999,10.81,280.83,25978.72,6.74,15.16,2.95,1.05,No,589484,471998,1061482,2,97.5,39
207,Czech Republic,CZE,1999,1,No,No,Central Europe,Prague,78867,Federal Republic,Contributing Nation,2000,11.02,274.46,24905.63,2.37,6.81,9.91,3.61,Yes,162849,157407,320256,22,75.0,10
208,Czech Republic,CZE,1999,2,No,No,Central Europe,Prague,78867,Parliamentary Republic,Framework Nation,2001,10.92,307.92,28197.8,1.62,6.64,9.76,3.17,Yes,726819,28652,755471,26,97.8,22
209,Czech Republic,CZE,1999,3,No,No,Central Europe,Prague,78867,Federal Republic,Host Nation,2002,11.17,282.99,25334.83,4.59,20.82,5.09,1.8,No,1030370,120110,1150480,25,63.3,41
210,Czech Republic,CZE,1999,4,No,No,Central Europe,Prague,78867,Presidential Republic,Lead Nation,2003,11.02,301.1,27323.05,4.87,17.68,5.15,1.71,No,563478,81356,644834,21,74.1,7
211,Czech Republic,CZE,1999,5,No,No,Central Europe,Prague,78867,Federal Republic,Contributing Nation,2004,11.14,295.06,26486.54,2.02,5.75,5.67,1.92,No,567241,54098,621339,27,64.0,7
212,Czech Republic,CZE,1999,6,No,No,Central Europe,Prague,78867,Federal Republic,Full Member,2005,11.25,317.44,28216.89,4.93,7.84,3.84,1.21,No,681879,453337,1135216,16,82.3,12
213,Czech Republic,CZE,1999,7,No,No,Central Europe,Prague,78867,Constitutional Monarchy,Lead Nation,2006,11.23,339.71,30250.22,2.18,5.34,4.96,1.46,No,564389,259038,823427,20,78.9,6
214,Czech Republic,CZE,1999,8,No,No,Central Europe,Prague,78867,Presidential Republic,Framework Nation,2007,11.39,331.59,29112.38,7.59,11.16,13.33,4.02,Yes,1041273,311825,1353098,1,97.0,23
215,Czech Republic,CZE,1999,9,No,No,Central Europe,Prague,78867,Parliamentary Monarchy,Host Nation,2008,11.47,361.71,31535.31,5.45,18.47,7.78,2.15,Yes,924714,175998,1100712,20,72.5,14
216,Czech Republic,CZE,1999,10,No,No,Central Europe,Prague,78867,Parliamentary Monarchy,Host Nation,2009,11.42,351.21,30753.94,8.95,14.66,5.23,1.49,No,670780,153302,824082,21,74.7,27
217,Czech Republic,CZE,1999,11,No,No,Central Europe,Prague,78867,Federal Republic,Host Nation,2010,11.43,352.51,30840.77,8.34,13.0,14.03,3.98,Yes,1145767,94833,1240600,29,91.1,6
218,Czech Republic,CZE,1999,12,No,No,Central Europe,Prague,78867,Presidential Republic,Lead Nation,2011,11.53,382.7,33191.67,7.78,6.84,13.51,3.53,Yes,1048614,73469,1122083,25,62.9,40
219,Czech Republic,CZE,1999,13,No,No,Central Europe,Prague,78867,Parliamentary Monarchy,Contributing Nation,2012,11.61,372.3,32067.18,0.92,21.37,8.27,2.22,Yes,878740,285526,1164266,6,64.3,17
220,Czech Republic,CZE,1999,14,No,No,Central Europe,Prague,78867,Federal Republic,Framework Nation,2013,11.7,388.82,33232.48,11.81,15.55,8.05,2.07,Yes,94396,295789,390185,28,64.1,8
221,Czech Republic,CZE,1999,15,No,No,Central Europe,Prague,78867,Federal Republic,Lead Nation,2014,11.72,374.39,31944.54,7.12,10.92,9.7,2.59,Yes,1218935,361034,1579969,10,73.5,3
222,Czech Republic,CZE,1999,16,No,No,Central Europe,Prague,78867,Constitutional Monarchy,Framework Nation,2015,11.87,393.57,33156.7,10.06,16.6,7.36,1.87,No,181550,61353,242903,22,77.8,15
223,Czech Republic,CZE,1999,17,No,No,Central Europe,Prague,78867,Parliamentary Republic,Full Member,2016,11.73,402.75,34335.04,1.27,2.89,8.26,2.05,Yes,950350,167700,1118050,22,85.3,45
224,Czech Republic,CZE,1999,18,No,No,Central Europe,Prague,78867,Federal Republic,Lead Nation,2017,11.94,425.77,35659.13,6.85,8.62,16.9,3.97,Yes,1083617,91963,1175580,15,91.1,42
225,Czech Republic,CZE,1999,19,No,No,Central Europe,Prague,78867,Parliamentary Monarchy,Lead Nation,2018,11.92,397.29,33329.7,7.56,5.95,11.96,3.01,Yes,62720,387103,449823,25,60.2,15
226,Czech Republic,CZE,1999,20,No,No,Central Europe,Prague,78867,Presidential Republic,Framework Nation,2019,12.06,405.29,33606.14,1.67,19.44,13.7,3.38,Yes,132705,303196,435901,21,67.7,9
227,Czech Republic,CZE,1999,21,No,No,Central Europe,Prague,78867,Parliamentary Monarchy,Full Member,2020,12.05,415.45,34477.18,7.37,14.23,15.58,3.75,Yes,1341807,164814,1506621,23,73.7,31
228,Czech Republic,CZE,1999,22,No,No,Central Europe,Prague,78867,Presidential Republic,Framework Nation,2021,12.15,443.97,36540.74,7.57,3.7,15.94,3.59,Yes,625287,482154,1107441,8,69.3,9
229,Czech Republic,CZE,1999,23,No,No,Central Europe,Prague,78867,Presidential Republic,Lead Nation,2022,12.16,424.14,34879.93,2.09,9.67,13.53,3.19,Yes,878610,313198,1191808,12,81.6,33
230,Czech Republic,CZE,1999,24,No,No,Central Europe,Prague,78867,Federal Republic,Host Nation,2023,12.29,437.55,35602.12,10.45,21.04,6.65,1.52,No,1300496,28607,1329103,13,91.8,37
231,Czech Republic,CZE,1999,25,No,No,Central Europe,Prague,78867,Parliamentary Republic,Contributing Nation,2024,12.31,458.27,37227.46,10.16,11.77,11.59,2.53,Yes,873140,372819,1245959,2,91.0,16
232,Denmark,DNK,1949,0,Yes,No,Northern Europe,Copenhagen,43094,Federal Republic,Contributing Nation,1949,5.9,386.71,65544.07,5.76,16.85,7.0,1.81,No,354259,409832,764091,8,82.3,19
233,Denmark,DNK,1949,1,Yes,No,Northern Europe,Copenhagen,43094,Federal Republic,Full Member,1950,5.91,423.98,71739.42,8.77,12.93,15.35,3.62,Yes,88763,398961,487724,16,71.6,4
234,Denmark,DNK,1949,2,Yes,No,Northern Europe,Copenhagen,43094,Presidential Republic,Host Nation,1951,6.0,415.27,69211.67,11.93,17.51,8.51,2.05,Yes,922296,454161,1376457,23,93.6,41
235,Denmark,DNK,1949,3,Yes,No,Northern Europe,Copenhagen,43094,Constitutional Monarchy,Contributing Nation,1952,5.95,436.13,73299.16,2.88,3.19,6.32,1.45,No,434812,427023,861835,18,83.3,12
236,Denmark,DNK,1949,4,Yes,No,Northern Europe,Copenhagen,43094,Parliamentary Republic,Host Nation,1953,5.99,427.31,71337.23,10.37,21.71,13.76,3.22,Yes,562159,499830,1061989,27,95.8,19
237,Denmark,DNK,1949,5,Yes,No,Northern Europe,Copenhagen,43094,Federal Republic,Lead Nation,1954,6.09,471.11,77357.96,8.68,18.57,6.22,1.32,No,525111,77173,602284,10,82.5,19
238,Denmark,DNK,1949,6,Yes,No,Northern Europe,Copenhagen,43094,Constitutional Monarchy,Lead Nation,1955,6.03,466.24,77320.07,6.43,7.56,9.98,2.14,Yes,196733,211709,408442,32,72.8,2
239,Denmark,DNK,1949,7,Yes,No,Northern Europe,Copenhagen,43094,Parliamentary Republic,Contributing Nation,1956,6.06,492.17,81216.17,8.14,9.16,18.21,3.7,Yes,962937,333339,1296276,26,68.5,29
240,Denmark,DNK,1949,8,Yes,No,Northern Europe,Copenhagen,43094,Federal Republic,Framework Nation,1957,6.11,499.7,81783.96,6.79,4.61,12.64,2.53,Yes,596237,177580,773817,4,61.8,42
241,Denmark,DNK,1949,9,Yes,No,Northern Europe,Copenhagen,43094,Federal Republic,Host Nation,1958,6.12,507.31,82893.79,5.75,21.84,12.28,2.42,Yes,332815,231860,564675,9,94.4,21
242,Denmark,DNK,1949,10,Yes,No,Northern Europe,Copenhagen,43094,Presidential Republic,Full Member,1959,6.17,474.1,76839.55,3.38,9.44,18.87,3.98,Yes,1374270,189471,1563741,26,84.4,16
243,Denmark,DNK,1949,11,Yes,No,Northern Europe,Copenhagen,43094,Parliamentary Monarchy,Lead Nation,1960,6.17,502.8,81491.09,1.4,13.87,6.03,1.2,No,449076,250484,699560,1,60.3,23
244,Denmark,DNK,1949,12,Yes,No,Northern Europe,Copenhagen,43094,Parliamentary Republic,Full Member,1961,6.24,540.78,86663.46,1.31,9.66,22.5,4.16,Yes,278691,250952,529643,21,74.3,21
245,Denmark,DNK,1949,13,Yes,No,Northern Europe,Copenhagen,43094,Parliamentary Monarchy,Contributing Nation,1962,6.32,500.94,79262.66,11.92,4.86,17.28,3.45,Yes,280727,336870,617597,1,83.8,12
246,Denmark,DNK,1949,14,Yes,No,Northern Europe,Copenhagen,43094,Presidential Republic,Full Member,1963,6.33,533.2,84233.81,5.23,15.73,17.49,3.28,Yes,318954,482789,801743,7,65.5,9
247,Denmark,DNK,1949,15,Yes,No,Northern Europe,Copenhagen,43094,Parliamentary Republic,Host Nation,1964,6.4,554.53,86645.31,2.11,7.54,12.03,2.17,Yes,661061,415252,1076313,19,90.4,3
